"date","state","positive"
2020-03-28,Хабаровский край,5
2020-03-28,Липецкая область,8
2020-03-28,Ставропольский край,5
2020-03-28,Белгородская область,1
2020-03-28,Республика Дагестан,1
2020-03-28,Республика Мордовия,2
2020-03-28,Еврейская автономная область,0
2020-03-28,Краснодарский край,17
2020-03-28,Орловская область,3
2020-03-28,Тверская область,3
2020-03-28,Курганская область,1
2020-03-28,Смоленская область,1
2020-03-28,Владимирская область,0
2020-03-28,Вологодская область,0
2020-03-28,Алтайский край,0
2020-03-28,Амурская область,0
2020-03-28,Республика Тыва,0
2020-03-28,Республика Башкортостан,4
2020-03-28,Нижегородская область,11
2020-03-28,Омская область,0
2020-03-28,Иркутская область,0
2020-03-28,Республика Бурятия,8
2020-03-28,Ханты-Мансийский автономный округ - Югра,4
2020-03-28,Удмуртская Республика,4
2020-03-28,Республика Адыгея,1
2020-03-28,Ярославская область,2
2020-03-28,Ивановская область,7
2020-03-28,Ленинградская область,7
2020-03-28,Республика Саха (Якутия),14
2020-03-28,Костромская область,1
2020-03-28,Республика Калмыкия,0
2020-03-28,Чеченская Республика,5
2020-03-28,Приморский край,2
2020-03-28,Воронежская область,6
2020-03-28,Красноярский край,12
2020-03-28,Республика Ингушетия,0
2020-03-28,Калужская область,2
2020-03-28,Псковская область,6
2020-03-28,Москва,817
2020-03-28,Кабардино-Балкарская Республика,4
2020-03-28,Курская область,0
2020-03-28,Архангельская область,3
2020-03-28,Республика Крым,15
2020-03-28,Оренбургская область,6
2020-03-28,Сахалинская область,4
2020-03-28,Республика Северная Осетия — Алания,0
2020-03-29,Пермский край,11
2020-03-29,Республика Хакасия,2
2020-03-29,Удмуртская Республика,4
2020-03-29,Забайкальский край,1
2020-03-29,Республика Калмыкия,0
2020-03-29,Республика Ингушетия,0
2020-03-29,Ханты-Мансийский автономный округ - Югра,5
2020-03-29,Чеченская Республика,9
2020-03-29,Воронежская область,6
2020-03-29,Ярославская область,3
2020-03-29,Брянская область,3
2020-03-29,Ленинградская область,9
2020-03-29,Калининградская область,11
2020-03-29,Костромская область,1
2020-03-29,Московская область,112
2020-03-29,Рязанская область,3
2020-03-29,Оренбургская область,6
2020-03-29,Сахалинская область,4
2020-03-29,Архангельская область,3
2020-03-29,Самарская область,14
2020-03-29,Тюменская область,4
2020-03-29,Республика Карелия,0
2020-03-29,Еврейская автономная область,0
2020-03-29,Ставропольский край,5
2020-03-29,Ненецкий автономный округ,0
2020-03-29,Ростовская область,2
2020-03-29,Камчатский край,0
2020-03-29,Севастополь,5
2020-03-29,Чукотский автономный округ,0
2020-03-29,Республика Северная Осетия — Алания,0
2020-03-29,Владимирская область,0
2020-03-29,Тамбовская область,3
2020-03-29,Кабардино-Балкарская Республика,4
2020-03-29,Республика Мордовия,3
2020-03-29,Белгородская область,2
2020-03-29,Республика Дагестан,1
2020-03-29,Москва,1014
2020-03-29,Республика Алтай,0
2020-03-29,Вологодская область,0
2020-03-29,Санкт-Петербург,42
2020-03-29,Пензенская область,7
2020-03-29,Кировская область,9
2020-03-29,Тульская область,11
2020-03-29,Нижегородская область,11
2020-03-29,Мурманская область,3
2020-03-29,Республика Тыва,0
2020-03-29,Амурская область,1
2020-03-29,Республика Саха (Якутия),15
2020-03-29,Республика Марий Эл,0
2020-03-29,Волгоградская область,4
2020-03-29,Магаданская область,0
2020-03-29,Республика Бурятия,8
2020-03-29,Иркутская область,1
2020-03-29,Хабаровский край,7
2020-03-29,Липецкая область,9
2020-03-29,Томская область,3
2020-03-29,Алтайский край,0
2020-03-29,Республика Коми,7
2020-03-29,Свердловская область,24
2020-03-29,Ульяновская область,1
2020-03-29,Тверская область,3
2020-03-29,Краснодарский край,17
2020-03-29,Орловская область,3
2020-03-29,Ямало-Ненецкий автономный округ,0
2020-03-29,Челябинская область,12
2020-03-29,Смоленская область,1
2020-03-29,Омская область,3
2020-03-29,Курганская область,1
2020-03-29,Чувашская Республика,1
2020-03-29,Псковская область,6
2020-03-29,Курская область,0
2020-03-29,Республика Крым,15
2020-03-29,Новгородская область,3
2020-03-29,Саратовская область,2
2020-03-29,Кемеровская область (Кузбасс),3
2020-03-29,Астраханская область,0
2020-03-29,Республика Башкортостан,5
2020-03-29,Ивановская область,7
2020-03-29,Республика Адыгея,1
2020-03-29,Калужская область,2
2020-03-29,Республика Татарстан,14
2020-03-29,Красноярский край,12
2020-03-29,Новосибирская область,8
2020-03-29,Приморский край,2
2020-03-29,Карачаево-Черкесская Республика,0
2020-03-30,Удмуртская Республика,4
2020-03-30,Брянская область,3
2020-03-30,Пермский край,13
2020-03-30,Забайкальский край,1
2020-03-30,Костромская область,1
2020-03-30,Республика Хакасия,3
2020-03-30,Ленинградская область,11
2020-03-30,Ярославская область,3
2020-03-30,Воронежская область,6
2020-03-30,Чеченская Республика,9
2020-03-30,Республика Ингушетия,0
2020-03-30,Республика Саха (Якутия),15
2020-03-30,Республика Калмыкия,1
2020-03-30,Республика Северная Осетия — Алания,0
2020-03-30,Тюменская область,4
2020-03-30,Республика Карелия,0
2020-03-30,Самарская область,14
2020-03-30,Ямало-Ненецкий автономный округ,0
2020-03-30,Рязанская область,5
2020-03-30,Кабардино-Балкарская Республика,6
2020-03-30,Архангельская область,7
2020-03-30,Московская область,119
2020-03-30,Оренбургская область,7
2020-03-30,Сахалинская область,4
2020-03-30,Кемеровская область (Кузбасс),3
2020-03-30,Тамбовская область,3
2020-03-30,Севастополь,5
2020-03-30,Ставропольский край,6
2020-03-30,Камчатский край,0
2020-03-30,Республика Дагестан,4
2020-03-30,Белгородская область,5
2020-03-30,Республика Мордовия,3
2020-03-30,Ростовская область,2
2020-03-30,Владимирская область,2
2020-03-30,Ханты-Мансийский автономный округ - Югра,5
2020-03-30,Вологодская область,2
2020-03-30,Мурманская область,5
2020-03-30,Тульская область,12
2020-03-30,Пензенская область,7
2020-03-30,Кировская область,12
2020-03-30,Санкт-Петербург,50
2020-03-30,Нижегородская область,11
2020-03-30,Республика Алтай,0
2020-03-30,Республика Башкортостан,5
2020-03-30,Иркутская область,2
2020-03-30,Республика Бурятия,13
2020-03-30,Амурская область,1
2020-03-30,Карачаево-Черкесская Республика,0
2020-03-30,Магаданская область,0
2020-03-30,Калининградская область,12
2020-03-30,Республика Тыва,0
2020-03-30,Волгоградская область,4
2020-03-30,Республика Марий Эл,2
2020-03-30,Свердловская область,24
2020-03-30,Алтайский край,1
2020-03-30,Смоленская область,1
2020-03-30,Курганская область,1
2020-03-30,Еврейская автономная область,0
2020-03-30,Тверская область,4
2020-03-30,Краснодарский край,17
2020-03-30,Орловская область,3
2020-03-30,Челябинская область,14
2020-03-30,Республика Коми,22
2020-03-30,Омская область,3
2020-03-30,Липецкая область,10
2020-03-30,Хабаровский край,7
2020-03-30,Томская область,3
2020-03-30,Ульяновская область,1
2020-03-30,Чукотский автономный округ,0
2020-03-30,Ненецкий автономный округ,0
2020-03-30,Республика Крым,15
2020-03-30,Чувашская Республика,1
2020-03-30,Курская область,0
2020-03-30,Псковская область,9
2020-03-30,Саратовская область,4
2020-03-30,Новгородская область,3
2020-03-30,Астраханская область,0
2020-03-30,Москва,1226
2020-03-30,Калужская область,3
2020-03-30,Красноярский край,14
2020-03-30,Приморский край,2
2020-03-30,Ивановская область,9
2020-03-30,Республика Адыгея,4
2020-03-30,Новосибирская область,9
2020-03-30,Республика Татарстан,14
2020-03-31,Санкт-Петербург,98
2020-03-31,Свердловская область,33
2020-03-31,Кировская область,12
2020-03-31,Пензенская область,12
2020-03-31,Кемеровская область (Кузбасс),3
2020-03-31,Пермский край,13
2020-03-31,Тульская область,12
2020-03-31,Мурманская область,11
2020-03-31,Челябинская область,14
2020-03-31,Республика Алтай,0
2020-03-31,Ульяновская область,1
2020-03-31,Тамбовская область,3
2020-03-31,Калининградская область,12
2020-03-31,Магаданская область,1
2020-03-31,Ростовская область,5
2020-03-31,Ханты-Мансийский автономный округ - Югра,5
2020-03-31,Камчатский край,0
2020-03-31,Волгоградская область,4
2020-03-31,Республика Марий Эл,2
2020-03-31,Астраханская область,2
2020-03-31,Самарская область,15
2020-03-31,Республика Карелия,0
2020-03-31,Тюменская область,6
2020-03-31,Севастополь,5
2020-03-31,Республика Татарстан,19
2020-03-31,Новосибирская область,9
2020-03-31,Московская область,119
2020-03-31,Рязанская область,5
2020-03-31,Забайкальский край,1
2020-03-31,Республика Северная Осетия — Алания,0
2020-03-31,Ямало-Ненецкий автономный округ,0
2020-03-31,Чувашская Республика,1
2020-03-31,Брянская область,3
2020-03-31,Ненецкий автономный округ,0
2020-03-31,Кабардино-Балкарская Республика,6
2020-03-31,Саратовская область,4
2020-03-31,Новгородская область,3
2020-03-31,Чукотский автономный округ,0
2020-03-31,Республика Хакасия,3
2020-03-31,Ивановская область,9
2020-03-31,Республика Адыгея,4
2020-03-31,Красноярский край,14
2020-03-31,Калужская область,3
2020-03-31,Приморский край,4
2020-03-31,Архангельская область,7
2020-03-31,Оренбургская область,7
2020-03-31,Сахалинская область,4
2020-03-31,Республика Крым,16
2020-03-31,Удмуртская Республика,4
2020-03-31,Алтайский край,2
2020-03-31,Республика Саха (Якутия),15
2020-03-31,Ярославская область,3
2020-03-31,Ленинградская область,14
2020-03-31,Костромская область,3
2020-03-31,Псковская область,9
2020-03-31,Курская область,0
2020-03-31,Омская область,3
2020-03-31,Республика Калмыкия,2
2020-03-31,Чеченская Республика,9
2020-03-31,Воронежская область,8
2020-03-31,Республика Ингушетия,0
2020-03-31,Республика Башкортостан,7
2020-03-31,Тверская область,4
2020-03-31,Орловская область,3
2020-03-31,Краснодарский край,17
2020-03-31,Вологодская область,2
2020-03-31,Смоленская область,1
2020-03-31,Курганская область,1
2020-03-31,Липецкая область,10
2020-03-31,Хабаровский край,8
2020-03-31,Томская область,3
2020-03-31,Нижегородская область,12
2020-03-31,Карачаево-Черкесская Республика,0
2020-03-31,Республика Коми,22
2020-03-31,Ставропольский край,6
2020-03-31,Еврейская автономная область,0
2020-03-31,Республика Бурятия,19
2020-03-31,Москва,1613
2020-03-31,Иркутская область,3
2020-03-31,Белгородская область,5
2020-03-31,Республика Дагестан,13
2020-03-31,Республика Мордовия,3
2020-03-31,Республика Тыва,0
2020-03-31,Амурская область,1
2020-03-31,Владимирская область,2
2020-04-01,Республика Алтай,0
2020-04-01,Свердловская область,33
2020-04-01,Республика Северная Осетия — Алания,2
2020-04-01,Пермский край,13
2020-04-01,Мурманская область,11
2020-04-01,Ульяновская область,1
2020-04-01,Тульская область,17
2020-04-01,Кировская область,12
2020-04-01,Пензенская область,16
2020-04-01,Кабардино-Балкарская Республика,8
2020-04-01,Санкт-Петербург,125
2020-04-01,Челябинская область,21
2020-04-01,Камчатский край,0
2020-04-01,Ростовская область,5
2020-04-01,Республика Саха (Якутия),15
2020-04-01,Республика Марий Эл,2
2020-04-01,Волгоградская область,8
2020-04-01,Тамбовская область,6
2020-04-01,Магаданская область,1
2020-04-01,Рязанская область,5
2020-04-01,Республика Башкортостан,8
2020-04-01,Московская область,134
2020-04-01,Астраханская область,2
2020-04-01,Севастополь,5
2020-04-01,Республика Карелия,0
2020-04-01,Тюменская область,6
2020-04-01,Самарская область,15
2020-04-01,Новосибирская область,10
2020-04-01,Республика Татарстан,19
2020-04-01,Республика Хакасия,3
2020-04-01,Чувашская Республика,1
2020-04-01,Москва,1880
2020-04-01,Еврейская автономная область,0
2020-04-01,Брянская область,5
2020-04-01,Новгородская область,3
2020-04-01,Ханты-Мансийский автономный округ - Югра,8
2020-04-01,Саратовская область,15
2020-04-01,Забайкальский край,1
2020-04-01,Кемеровская область (Кузбасс),3
2020-04-01,Красноярский край,20
2020-04-01,Оренбургская область,7
2020-04-01,Сахалинская область,5
2020-04-01,Калужская область,3
2020-04-01,Приморский край,5
2020-04-01,Ивановская область,11
2020-04-01,Республика Адыгея,4
2020-04-01,Архангельская область,7
2020-04-01,Алтайский край,3
2020-04-01,Калининградская область,12
2020-04-01,Курская область,3
2020-04-01,Псковская область,9
2020-04-01,Удмуртская Республика,4
2020-04-01,Республика Ингушетия,0
2020-04-01,Воронежская область,12
2020-04-01,Чеченская Республика,10
2020-04-01,Республика Калмыкия,2
2020-04-01,Карачаево-Черкесская Республика,0
2020-04-01,Костромская область,3
2020-04-01,Ленинградская область,20
2020-04-01,Омская область,7
2020-04-01,Республика Крым,16
2020-04-01,Ярославская область,3
2020-04-01,Республика Коми,54
2020-04-01,Вологодская область,9
2020-04-01,Хабаровский край,9
2020-04-01,Липецкая область,11
2020-04-01,Томская область,3
2020-04-01,Смоленская область,1
2020-04-01,Курганская область,1
2020-04-01,Нижегородская область,12
2020-04-01,Тверская область,5
2020-04-01,Орловская область,3
2020-04-01,Краснодарский край,22
2020-04-01,Амурская область,1
2020-04-01,Ставропольский край,6
2020-04-01,Республика Тыва,0
2020-04-01,Владимирская область,3
2020-04-01,Иркутская область,3
2020-04-01,Чукотский автономный округ,0
2020-04-01,Республика Бурятия,25
2020-04-01,Ненецкий автономный округ,0
2020-04-01,Ямало-Ненецкий автономный округ,0
2020-04-01,Республика Мордовия,4
2020-04-01,Республика Дагестан,15
2020-04-01,Белгородская область,5
2020-04-02,Вологодская область,12
2020-04-02,Пермский край,20
2020-04-02,Камчатский край,0
2020-04-02,Республика Башкортостан,10
2020-04-02,Карачаево-Черкесская Республика,0
2020-04-02,Ростовская область,9
2020-04-02,Нижегородская область,25
2020-04-02,Тамбовская область,6
2020-04-02,Ставропольский край,11
2020-04-02,Республика Алтай,0
2020-04-02,Тульская область,17
2020-04-02,Республика Дагестан,25
2020-04-02,Мурманская область,15
2020-04-02,Белгородская область,6
2020-04-02,Республика Мордовия,4
2020-04-02,Владимирская область,3
2020-04-02,Кемеровская область (Кузбасс),3
2020-04-02,Санкт-Петербург,147
2020-04-02,Пензенская область,16
2020-04-02,Кировская область,12
2020-04-02,Севастополь,5
2020-04-02,Республика Хакасия,3
2020-04-02,Ямало-Ненецкий автономный округ,2
2020-04-02,Брянская область,5
2020-04-02,Архангельская область,7
2020-04-02,Забайкальский край,1
2020-04-02,Оренбургская область,12
2020-04-02,Сахалинская область,5
2020-04-02,Удмуртская Республика,4
2020-04-02,Рязанская область,5
2020-04-02,Московская область,177
2020-04-02,Республика Саха (Якутия),15
2020-04-02,Костромская область,3
2020-04-02,Самарская область,17
2020-04-02,Ленинградская область,31
2020-04-02,Тюменская область,6
2020-04-02,Республика Карелия,0
2020-04-02,Ярославская область,3
2020-04-02,Воронежская область,12
2020-04-02,Чеченская Республика,10
2020-04-02,Республика Ингушетия,0
2020-04-02,Республика Калмыкия,2
2020-04-02,Астраханская область,2
2020-04-02,Курская область,3
2020-04-02,Псковская область,9
2020-04-02,Республика Татарстан,19
2020-04-02,Новосибирская область,10
2020-04-02,Республика Крым,16
2020-04-02,Ханты-Мансийский автономный округ - Югра,8
2020-04-02,Кабардино-Балкарская Республика,8
2020-04-02,Чувашская Республика,1
2020-04-02,Алтайский край,4
2020-04-02,Приморский край,5
2020-04-02,Омская область,9
2020-04-02,Калужская область,5
2020-04-02,Красноярский край,25
2020-04-02,Чукотский автономный округ,0
2020-04-02,Ненецкий автономный округ,0
2020-04-02,Республика Адыгея,5
2020-04-02,Саратовская область,15
2020-04-02,Республика Северная Осетия — Алания,4
2020-04-02,Ивановская область,11
2020-04-02,Новгородская область,3
2020-04-02,Республика Тыва,0
2020-04-02,Свердловская область,38
2020-04-02,Амурская область,1
2020-04-02,Республика Бурятия,30
2020-04-02,Челябинская область,21
2020-04-02,Иркутская область,7
2020-04-02,Еврейская автономная область,0
2020-04-02,Ульяновская область,1
2020-04-02,Калининградская область,19
2020-04-02,Томская область,3
2020-04-02,Хабаровский край,9
2020-04-02,Липецкая область,15
2020-04-02,Республика Коми,56
2020-04-02,Москва,2475
2020-04-02,Курганская область,1
2020-04-02,Смоленская область,1
2020-04-02,Магаданская область,1
2020-04-02,Орловская область,3
2020-04-02,Краснодарский край,22
2020-04-02,Волгоградская область,8
2020-04-02,Республика Марий Эл,4
2020-04-02,Тверская область,5
2020-04-03,Тамбовская область,6
2020-04-03,Пермский край,21
2020-04-03,Вологодская область,12
2020-04-03,Ростовская область,9
2020-04-03,Камчатский край,0
2020-04-03,Нижегородская область,25
2020-04-03,Пензенская область,27
2020-04-03,Ставропольский край,11
2020-04-03,Кировская область,15
2020-04-03,Санкт-Петербург,156
2020-04-03,Мурманская область,15
2020-04-03,Тульская область,17
2020-04-03,Ненецкий автономный округ,0
2020-04-03,Республика Алтай,0
2020-04-03,Владимирская область,3
2020-04-03,Республика Мордовия,4
2020-04-03,Белгородская область,6
2020-04-03,Республика Дагестан,25
2020-04-03,Чукотский автономный округ,0
2020-04-03,Севастополь,5
2020-04-03,Еврейская автономная область,3
2020-04-03,Забайкальский край,1
2020-04-03,Брянская область,7
2020-04-03,Оренбургская область,12
2020-04-03,Сахалинская область,5
2020-04-03,Архангельская область,8
2020-04-03,Республика Хакасия,3
2020-04-03,Карачаево-Черкесская Республика,0
2020-04-03,Тюменская область,11
2020-04-03,Республика Карелия,0
2020-04-03,Москва,2923
2020-04-03,Самарская область,17
2020-04-03,Калининградская область,19
2020-04-03,Удмуртская Республика,4
2020-04-03,Московская область,211
2020-04-03,Республика Калмыкия,7
2020-04-03,Республика Ингушетия,1
2020-04-03,Чеченская Республика,12
2020-04-03,Воронежская область,12
2020-04-03,Ярославская область,3
2020-04-03,Ленинградская область,41
2020-04-03,Костромская область,3
2020-04-03,Рязанская область,6
2020-04-03,Республика Башкортостан,10
2020-04-03,Республика Крым,18
2020-04-03,Астраханская область,5
2020-04-03,Псковская область,9
2020-04-03,Республика Татарстан,25
2020-04-03,Новосибирская область,10
2020-04-03,Курская область,4
2020-04-03,Республика Адыгея,5
2020-04-03,Чувашская Республика,1
2020-04-03,Кемеровская область (Кузбасс),3
2020-04-03,Ивановская область,13
2020-04-03,Алтайский край,4
2020-04-03,Приморский край,7
2020-04-03,Калужская область,5
2020-04-03,Красноярский край,25
2020-04-03,Новгородская область,3
2020-04-03,Саратовская область,19
2020-04-03,Омская область,9
2020-04-03,Кабардино-Балкарская Республика,8
2020-04-03,Ямало-Ненецкий автономный округ,12
2020-04-03,Иркутская область,8
2020-04-03,Республика Бурятия,31
2020-04-03,Свердловская область,39
2020-04-03,Республика Северная Осетия — Алания,4
2020-04-03,Ульяновская область,1
2020-04-03,Челябинская область,23
2020-04-03,Амурская область,1
2020-04-03,Республика Тыва,0
2020-04-03,Орловская область,3
2020-04-03,Краснодарский край,39
2020-04-03,Республика Саха (Якутия),15
2020-04-03,Тверская область,6
2020-04-03,Ханты-Мансийский автономный округ - Югра,16
2020-04-03,Курганская область,1
2020-04-03,Смоленская область,1
2020-04-03,Республика Коми,56
2020-04-03,Томская область,3
2020-04-03,Республика Марий Эл,4
2020-04-03,Волгоградская область,8
2020-04-03,Липецкая область,18
2020-04-03,Хабаровский край,10
2020-04-03,Магаданская область,1
2020-04-04,Республика Татарстан,25
2020-04-04,Новосибирская область,10
2020-04-04,Ханты-Мансийский автономный округ - Югра,16
2020-04-04,Ямало-Ненецкий автономный округ,12
2020-04-04,Республика Крым,18
2020-04-04,Астраханская область,5
2020-04-04,Курская область,4
2020-04-04,Псковская область,9
2020-04-04,Пермский край,21
2020-04-04,Приморский край,7
2020-04-04,Красноярский край,25
2020-04-04,Калужская область,6
2020-04-04,Республика Адыгея,7
2020-04-04,Саратовская область,19
2020-04-04,Ивановская область,23
2020-04-04,Новгородская область,3
2020-04-04,Республика Саха (Якутия),15
2020-04-04,Чувашская Республика,1
2020-04-04,Москва,3357
2020-04-04,Челябинская область,26
2020-04-04,Иркутская область,8
2020-04-04,Республика Бурятия,35
2020-04-04,Ульяновская область,1
2020-04-04,Амурская область,4
2020-04-04,Республика Башкортостан,10
2020-04-04,Республика Тыва,0
2020-04-04,Свердловская область,40
2020-04-04,Севастополь,5
2020-04-04,Магаданская область,1
2020-04-04,Курганская область,2
2020-04-04,Смоленская область,2
2020-04-04,Кемеровская область (Кузбасс),3
2020-04-04,Орловская область,6
2020-04-04,Краснодарский край,39
2020-04-04,Волгоградская область,8
2020-04-04,Республика Марий Эл,4
2020-04-04,Тверская область,6
2020-04-04,Карачаево-Черкесская Республика,0
2020-04-04,Республика Коми,59
2020-04-04,Томская область,3
2020-04-04,Липецкая область,18
2020-04-04,Хабаровский край,10
2020-04-04,Нижегородская область,25
2020-04-04,Тамбовская область,7
2020-04-04,Еврейская автономная область,3
2020-04-04,Камчатский край,0
2020-04-04,Вологодская область,13
2020-04-04,Ростовская область,9
2020-04-04,Республика Дагестан,25
2020-04-04,Мурманская область,15
2020-04-04,Белгородская область,7
2020-04-04,Республика Мордовия,5
2020-04-04,Тульская область,19
2020-04-04,Кировская область,18
2020-04-04,Пензенская область,27
2020-04-04,Омская область,10
2020-04-04,Владимирская область,3
2020-04-04,Санкт-Петербург,171
2020-04-04,Алтайский край,7
2020-04-04,Ставропольский край,11
2020-04-04,Республика Алтай,0
2020-04-04,Калининградская область,19
2020-04-04,Архангельская область,8
2020-04-04,Брянская область,19
2020-04-04,Сахалинская область,6
2020-04-04,Оренбургская область,12
2020-04-04,Кабардино-Балкарская Республика,8
2020-04-04,Забайкальский край,1
2020-04-04,Республика Хакасия,3
2020-04-04,Республика Северная Осетия — Алания,5
2020-04-04,Республика Карелия,0
2020-04-04,Тюменская область,11
2020-04-04,Ярославская область,5
2020-04-04,Ненецкий автономный округ,0
2020-04-04,Самарская область,17
2020-04-04,Костромская область,8
2020-04-04,Ленинградская область,47
2020-04-04,Республика Калмыкия,7
2020-04-04,Воронежская область,14
2020-04-04,Чеченская Республика,15
2020-04-04,Республика Ингушетия,1
2020-04-04,Чукотский автономный округ,0
2020-04-04,Удмуртская Республика,5
2020-04-04,Рязанская область,12
2020-04-04,Московская область,260
2020-04-05,Карачаево-Черкесская Республика,0
2020-04-05,Псковская область,9
2020-04-05,Курская область,4
2020-04-05,Новосибирская область,11
2020-04-05,Республика Татарстан,25
2020-04-05,Республика Крым,20
2020-04-05,Еврейская автономная область,3
2020-04-05,Пермский край,21
2020-04-05,Астраханская область,5
2020-04-05,Новгородская область,3
2020-04-05,Саратовская область,19
2020-04-05,Республика Адыгея,7
2020-04-05,Чувашская Республика,1
2020-04-05,Ивановская область,23
2020-04-05,Калининградская область,19
2020-04-05,Приморский край,7
2020-04-05,Красноярский край,29
2020-04-05,Калужская область,6
2020-04-05,Ульяновская область,1
2020-04-05,Республика Тыва,0
2020-04-05,Ханты-Мансийский автономный округ - Югра,19
2020-04-05,Челябинская область,27
2020-04-05,Амурская область,4
2020-04-05,Республика Бурятия,35
2020-04-05,Свердловская область,40
2020-04-05,Севастополь,5
2020-04-05,Иркутская область,8
2020-04-05,Республика Марий Эл,4
2020-04-05,Томская область,3
2020-04-05,Хабаровский край,11
2020-04-05,Липецкая область,18
2020-04-05,Волгоградская область,8
2020-04-05,Республика Коми,59
2020-04-05,Чукотский автономный округ,0
2020-04-05,Ненецкий автономный округ,0
2020-04-05,Магаданская область,1
2020-04-05,Орловская область,6
2020-04-05,Краснодарский край,39
2020-04-05,Тверская область,6
2020-04-05,Курганская область,2
2020-04-05,Смоленская область,2
2020-04-05,Ростовская область,9
2020-04-05,Нижегородская область,47
2020-04-05,Камчатский край,2
2020-04-05,Тамбовская область,7
2020-04-05,Вологодская область,13
2020-04-05,Ямало-Ненецкий автономный округ,12
2020-04-05,Владимирская область,3
2020-04-05,Кабардино-Балкарская Республика,8
2020-04-05,Республика Алтай,0
2020-04-05,Омская область,10
2020-04-05,Республика Мордовия,5
2020-04-05,Белгородская область,7
2020-04-05,Республика Дагестан,25
2020-04-05,Санкт-Петербург,191
2020-04-05,Алтайский край,7
2020-04-05,Республика Северная Осетия — Алания,5
2020-04-05,Кировская область,18
2020-04-05,Пензенская область,27
2020-04-05,Ставропольский край,11
2020-04-05,Тульская область,29
2020-04-05,Москва,3893
2020-04-05,Мурманская область,15
2020-04-05,Республика Саха (Якутия),15
2020-04-05,Сахалинская область,6
2020-04-05,Оренбургская область,12
2020-04-05,Архангельская область,8
2020-04-05,Республика Хакасия,3
2020-04-05,Забайкальский край,1
2020-04-05,Брянская область,19
2020-04-05,Республика Башкортостан,10
2020-04-05,Республика Ингушетия,1
2020-04-05,Чеченская Республика,15
2020-04-05,Воронежская область,14
2020-04-05,Московская область,305
2020-04-05,Республика Калмыкия,7
2020-04-05,Ленинградская область,57
2020-04-05,Рязанская область,12
2020-04-05,Костромская область,8
2020-04-05,Ярославская область,6
2020-04-05,Кемеровская область (Кузбасс),3
2020-04-05,Самарская область,17
2020-04-05,Удмуртская Республика,5
2020-04-05,Республика Карелия,0
2020-04-05,Тюменская область,11
2020-04-06,Архангельская область,14
2020-04-06,Республика Северная Осетия — Алания,8
2020-04-06,Сахалинская область,6
2020-04-06,Оренбургская область,14
2020-04-06,Кабардино-Балкарская Республика,8
2020-04-06,Ивановская область,33
2020-04-06,Республика Адыгея,13
2020-04-06,Пермский край,21
2020-04-06,Калужская область,7
